,ID,text,IPA,audio,pauses
0,14fcc5df-c580-4464-b4e7-c41b22d7d347,"Домовые грибы — грибы отдела базидиомицеты, семейств афиллофоровых и кониофоровых грибов, характерным для которых являются разрушение древесины при её повышенной влажности преимущественно в условиях отапливаемых помещений.К домовым грибам относятся около 50 видов из 8 родов.",dɐˈmɔvʲɪɡ ɡrʲɪˈbɨ ɡrʲɪˈbɨ ɐˈpɐrtɐ ˌbɐzʲɪdʲɪˈomʲɪtsɨtɨ ˌsʲɛmʲɪˈjɛstə ˌafʲɪlʲɪˈfɔrəvɨx ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡrʲɪˈbɨv ɡr,,
1,0d4c8cd9-d33a-49ee-9a82-3bb49e3b227f,"Домра — русский, украинский и белорусский народный струнный щипковый музыкальный инструмент.Домра имеет корпус полусферической формы.Звук струн производится при помощи медиатора.","dɐmˈrɑ, rʊˈsʲkʲɪj, ukrɐˈjɪnʲskʲɪj, bʲeɫoˈrʊsʲskʲɪj, nɐˈrodnəj, stroōn̄skʲɪj, ʃɨpˈkɔvəj, muzykaˈlʲnəj, ɪnstɾuˈmɛnt. dɐmˈrɑ, ɪˈmɛt, kɔrˈpus, pəlʊsfʲɛˈrɪskʲɪj, fɐˈmə. zvʊk, stroōn̄, prɐˈvʲodʲɪtsja, pʲɪt, mʲɛdʲiˈaːtər.",,
2,3c308e71-741f-43ec-bebd-a90ed698639c,"Оноре Викторен Домье — французский художник-график, живописец и скульптор, крупнейший мастер политической карикатуры XIX века.Домье родился в Марселе в 1808 году в семье стекольщика.С детства увлекался рисованием, освоил мастерство литографа.",[ɔnɔʁe viktoʁɛ̃ dɔmje] [fʁɑ̃tsɥz ʃytiʃkɔ̃ɡʁafik lɛvɔpɥisɛk skylɛpˈtɔʁ kʁypljɛjsɛ mɛstɛʁ pɔlitiʃkə kəʁikətʃyʁə ɛksɛvɛktɛ] [dɔmje rɔdil və marse lɛ 1808 jœʁ vɛ sɛmflɛ stɛkɔlˈʃika] [sɛdɛtʃvɔ uvlɛɡləs rʲisovanʲjɛ oswɔv mɛstɛʁ lʲitɔɡrafə],,
3,7be7d8cc-dc3c-4ca0-8677-9cfb1db8fbb7,"Донателло — итальянский скульптор эпохи Возрождения флорентийской школы.Наряду с Леоном Баттистой Альберти, Филиппо Брунеллески и Мазаччо считается одним из основоположников нового ренессансного искусства, в частности ренессансной монументальной скульптуры и рельефа, а также жанра скульптурного портрета.","dənɐˈtɛlːo ɪtɐˈljanːɪskɪj sˈkulpˌtɔr ɛˈpoːɡɪ vɔzˈrɔːʒdʲɛnʲɪja fɫɔrɛnˈtɪjɪskaja ʃkola. nɐˈrʲatʊ s lʲeˈon bɐtˈtɪjstɐj ɐlˈbɛrtɪ, fʲɪlʲɪpˈpo brʊnɛlˈlɛskɪ i mɐˈzatsːko ɕtʲɪtʲɪtsja ɐˈdən ɪn ɐʊsənəpəˈloːʃnɪkəv nʲuːvə rɛnɛsˈsɑːntska jɪzʊrˈstva, v pərtɪkʊlʲarə rɛnɛsˈsɑːntskaj mɔnʊmɛnˈtəlʲaj sˈkulpˌtʊrə i rʲɛlʲɛfə, a ˈtʃɛlʲu жанра скульптурного портрета.",,
4,e8f1f7ae-adf8-4d6f-9264-cafe9fc8b1e7,"Донжон — главная башня в европейских феодальных замках.В отличие от башен на стенах замка, донжон находится внутри крепостных стен и обычно не связан с ними — это как бы крепость внутри крепости.","dɔ̃ˈʒɔ̃ ɡləvnaɪ̯ bɐˈʃɨn vʲu ɛvʁɔˈpɛj斯kʲɪx fʲɛɔ̃dəˈralʲskʲɪx zɐ̃ˈkɔf. vɐt lʲɪkʲitʲɪ ɔ̃t bɐˈʃɨn nɐ stʲɛnɐ̃x zɐ̃ˈkɔf, dɔ̃ˈʒɔ̃ ɐ̃tˈsɨdɨ ɪ̯n'tsɨ kʁɛpɔ̃stnɨx stɛn ɨbnu ɔ̃bli ɲɛ sɥɛ ɡʁɛ̃ sən — ɛt sə kʁɛpɔ̃st vɛ̃trɛ kʁɛpɔ̃st.",,
5,ffe50065-7191-490c-b9e4-e9358ad3e33f,"Дон Жуан — один из «вечных образов» литературы Нового времени: ненасытный обольститель женщин, родом из Испании.Его имя стало таким же нарицательным обозначением повесы и распутника, как имена Ловеласа и Казановы.","dɔn ˈʐu.an — ɐˈt͡sʲin ɪz ˈvʲɛt͡ɕɪx ɐˈbrɐz ɫʲitrɐˈtʊrɨ ˈnɔvɨx ˈvʲɛmʲɪ: nʲɪnɐˈsɨtɨ ɐˈbɔlʲsʲtʲɪtʲɛlʲ ˈfʲemʲɪn, ˈrɔdɐm ɪz ɪˈspʲænʲi.ɛ. ˈjɛvɐ ˈimʲɛnɐ ˈstɐl ɐˈt͡ɕɛm ˈnɐrʲɪtsɨˈlʲɛtʲɛm ɐˈbrɐzʲɛˈt͡ɕɛnʲɪɛ ˈpɐvʊtɐ ɪ ˈrɐsˌpʊtʲnɪka, ˈkɐk ˈjɪmʲɛnɐ ˈlɔvʲɛlɐsɐ ɪ ˈkɐzɐˈnɔvɐ.",,
6,24cf1d2e-8364-45c2-bcd5-8cab791e683a,"Доменико Гаэтано Мария Доницетти — итальянский оперный композитор, автор 68 опер.Вершины творчества композитора — оперы «Любовный напиток», «Лючия ди Ламмермур», «Фаворитка» и «Дон Паскуале».Родители Гаэтано Доницетти были бедные люди: отец — сторож, мать — ткачиха.",dəˈmɛːnʲiːko ɡaɪˈtɑːnɔ ˈmaːrja ˈdɔnɪtsetti itaˈljanɪskɪj oˈpɛrnɪj kɔmpɔˈzɪtɔr ˈavtɔr ˈsʲiɕ ˈopɛr ˈvɛršɪnɛ tvorˈtʃɛstva kɔmpɔˈzɪtɔr ˈopɛrɛ ˈlʲuːbɔvnyj nɐˈpʲitok ˈlʲutʃja di lɐmːɛrˈmʊr ˈfavɔrɪtka i ˈdɔn pɐˈskualɛ ˈrɔdʲitɛli ɡaɪˈtɑːnɔ ˈdɔnɪtsetti bɨli ˈbʲɛdnye lʲuˈdi ˈotɛts ˈstɔrɡ ˈmʲatʲ ˈtkatʃɪxa,,
7,337a8bdf-fbfc-4d19-bbd0-9a7857f51062,Каргополь — исторический город на левом берегу реки Онеги в Архангельской области Российской Федерации.Административный центр Каргопольского района и Каргопольского городского поселения.,kɐrɡɐˈpɔlʲjɪ ɪstɔˈriːtɕɪskʲɪj ɡorod nɐ lʲjɛvəm bʲɛrɡʲʊ rʲɪkʲɪ ˈonʲɪɡʲɪ v‿aɐkˈhæŋɡʲɪlʲskʲɪj əˈraːzʲɪɪ ˈroɕːɪskəjə fʲɛdərəˈtɕɪjskəjə. ədʲɪnɪˈstrətʲɪvʲɪnə tsɨnˈtər kɐrɡɐˈpɔlʲskəjə rɐjəˈnə ɪ kɐrɡɐˈpɔlʲskəjə ɡorədskəjə pəsʲɛlʲɛnʲɪjə.,,
8,5212028a-7f81-4895-ae52-e71bf362efe5,"Каргопольский уезд — административная единица, занимавшая юго-восточную часть Олонецкой губернии Российской империи.С 1919 по 1929 год входил в Вологодскую губернию.Уездный город Каргополь.",kɐrɡɐpəlʲskʲɪj uʲɪzʲd ədʲmʲɪnʲɪstrətʲɪvənəj jɪdʲnʲɪtsə zənʲɪmɐvʃə jʊɡo vʲɛstətɕnʊj tɕɛpьtʲ ələnʲɪtskəj jʊbʲɪrʲnʲɪj rɐzʲvʲɛjstvənəj ɪmʲpʲɪrɪj s 1919 pɐ 1929 ɡɔd vɐhʲɪdʲlʲɪn ɪn vələɡədskəj jʊbʲɪrʲnʲɪj uʲɪzʲdnyj ɡɔrəd kɐrɡɐpəlʲ.,,
9,524b25fd-0a91-400e-b2e1-13c7a1207057,"Кардинал, возглавляемую деканом.Исторически сложились три ранга кардиналов: кардиналы-дьяконы;
кардиналы-священники;
кардиналы-епископы.История кардиналов восходит к I веку н. э.","kɐrdʲɪnɐl, vɐzɡlʲavʲɪmʊju dʲekanɐm.ɪstɔrʲɪčeski slɐxlʲi tri rɐnɡa kɐrdʲɪnɐlʲɪf: kɐrdʲɪnɐli-dʲækɐnɨ; kɐrdʲɪnɐli-svʲæʃnʲɪnkɨ; kɐrdʲɪnɐli-jɪpʲɪskɨpɨ.ɪstɔrʲɪj kɐrdʲɪnɐlʲɪ vɐzɐsʲtɐ k I vʲeɡu n.ɛ.",,
10,90d881c1-cd0c-4cde-80d6-3f18aab3345f,"Джозуэ Кардуччи.Происходит из древнего флорентийского рода.Отец, врач и страстный поклонник А.Мандзони, сам учил сына латыни, и, по-видимому, обходился с ним очень сурово.","dʐɔzˈuɛ kɐrˈduʧːi. prəɪˈsʲiːdʑɪt ɪz dʲɛˈvʲɛnːi fʲlɔrənˈtʲijskʲiː rɐˈdʲi. ɐˈtʲɛts, vʲaˈtʂ i stʁaˈstʲiːn pɐkˈlɔnɪk ɐ mɐnˈdzɔːnːi, sɐm uˈtɕil ˈsɨn lɐˈtʲiːnʲi, i pɔˈvʲidʲɪmːo ɐbˈxɔdʲɪl sʲɛm ˈvɛrə ˈsʊrəvə.",,
11,cc1685ff-091f-469b-b2b0-76514dfce0ed,"Кариатида — статуя, изображающая задрапированную женскую фигуру в качестве опоры антаблемента, арки или иной конструкции, заменяющая собой колонну, пилястру или пилон.В древнегреческой мифологии Кариатида, заключившего союз против Греции с персами: Согласно древнему обычаю, пленников привязывали к «позорному столбу» в центре городской площади.",kərɪˈætɪdə ˈstætʃuə ˌɪzəˈbɛrɪŋ ˌzædˈræpəˌrɪdʒən ˈdʒɛnˌsjuː ˌfɪɡjə ɪn ˌæz ˌɔːpər ˌæntəˈblɛmənt ˌɑːrki ˌɔɪn ˌʌðər ˌkənstrʌkˈʃən ˌzæmˈbɛnˌdʒɪŋ ˈsəɪmˈsɛlf ˌkəˈlɒn ˌpɪlɪˈæstrə ˌpɪlɒn ˌvən ˌdrevnə ˌɡrɛtskəjə ˌmɪfəˈlɒdʒi ˌkərɪˈætɪdə ˌzəklyuˈʃiv ˌsəjuz ˌkəntrə ˌɡrɛsii ˌsə pɛrsi ˌsəʊɡləsˌnə ˌdrevnə ˌɒbɪˈtʃu ˌplɛnˈzɪv ˌprɪvɪˈzɪdʒəv ˌkə ˌpəzɔːr ˌstɒlbu ˌvən ˌtsɛntə ˌɡɔːdə ˌplɒsəd ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ˌtʃi ,,
12,c0e21cf7-07db-4254-a41c-e39fac13ac99,"Карильон, карийон.Родиной карильона считается Фландрия, а центром карильонного искусства — город Малин.До начала XX века область их распространения ограничивалась Западной Европой.","kɐˈrʲilʲɵn, kɐˈrʲiɪ̯on. ˈrodʲɪnəj kɐˈrʲilʲɵnə sʲtʲɪˈt͡sʲɪtsə fɫɐnˈdrʲɪjə, a t͡sʲentˈrəm kɐˈrʲilʲɵnˈnəɡə ˈiskʊrˈstvə mɐˈlʲin. ˈdo ˈnʲačала ˈsʲɪzʲɪtʲ ˈoblastʲ ɪx rəspʁaˈznʲɪjanja ˌoˈgranʲɪčɪvalася zɐˈpɐsʲdʲɪjə ˈjɛvropa.",,
13,cae3dfc7-295c-4ff2-81dd-8c34a3253233,"Каркасон — французская коммуна, расположенная в департаменте Од на территории региона Окситания.Город Каркассон является префектурой департамента.Каркассон делится на старый и новый город.","kɐʁkasoN fʁɑ̃sɥɛz kɔmynɑ, lɔtʁoNεdʁεN vɛ dεpaʁtəmɑ̃t ɔd na tɛʁətɔːʁi oksitɑ̃ɲi.ɡɔʁdi kɐʁkasoN jɛ sɛʁ pʁɛfɛktuʁ dεpaʁtəmɑ̃t.kɐʁkasoN dεliʒεN na stɑʁu i nɔvu ɡɔʁdi.",,
14,7d58a4a8-8b04-4cd6-a27a-c1c21ae91114,"Карл I 1649 года в Лондоне.Карл I был вторым сыном короля Шотландии Якова VI и Анны Датской.Он родился 19 ноября 1600 года в Данфермлайнском дворце в Файфе, Шотландия.",kɐrl ˈaɪ ˌdʒɒb ˈdʒɪn ə ˈlɒndən. kɐrl ˈaɪ bʊl dəˈʊtəm ˈsɔn ˈkɔrəl ʃɒtˈlændi ˈdʒækəʊ ˌfaɪ sənd ˈænə ˈdætʃ. ˈɒn ˈrɒd bɪrθ ˈnɒvəmˈbər ˌdʒɒb ˈdʒɪn ə ˈdænfəmˌlæɪn ˈdɔːtsoʊ ɪn ˈfeɪf ˈʃɒtˈlændi.,,
15,517356cb-8c3c-459d-b063-73ee362315fa,"Карл IV Люксембургский, император Священной Римской империи с 5 апреля 1355 года.Сын короля Чехии Иоанна Слепого из Люксембургской династии и чешской принцессы Элишки Пржемысловны, родился в 1316 году в Праге, при рождении получил имя Вацлав, или Венцель, но воспитывался в Париже и во время конфирмации взял имя своего дяди и покровителя короля Карла.","kɐrl ˈkʋart lʏksɛmbʊʁɡskɪj, ɪmˈpɛʁʲaːtɔr svaɪ̯tʃɛnɐ ˈʁiːmskɐj ɪmˈpɛʁiɪ s ˈpɔt͡sɛmˈbrjʊ ˈtʂɛtʂn̩ˈt͡sɛf.ˈsɨn kɔˈrɔlʲ ˈtʂɛxii ɪˈoɑn sˈlɛpɔj ɪz lʏksɛmbʊʁɡskɐj dʲiˈnaːstii ɪ t͡ʃɛʃskɐj pʲɪntsɛs ɛliˈʃkɐ pʲrʲɛmɨˈslɔvnɐ, rɐˈdʑɔl v ˈtʂɛtʂn̩ˈt͡sɛf v pɾaːɡɛ, pʲɪr ˈrɐdʑɛnʲɪja pɐtʲɪˈt͡sɛl vɐtslɐf, ɪlʲɪ vɛntsɛl, nɔ vɔsˈpʲitɨl vɔ pɐˈriːzɛ ɪ vɔt͡sɛ kɔnfʲɪrˈmaːtsiɪjɛ ˈt͡sɛl ɪmɛjɔ ˈsvɔjɛ dʲadʲa ɪ pɔkˈrɔjɛtɛlʲa kɔˈrɔlʲa.",,
16,3c32ef1e-fcb1-48bf-b982-f96bb47dbfa6,"1654 год по григорианскому календарю — невисокосный год, начинающийся в четверг.Это 1654 год нашей эры, 4 год 6-го десятилетия XVII века 2-го тысячелетия, 5 год 1650-х годов.Он закончился 370 лет назад.",ɡɔd pə ɡrʲɪɡɔrʲɪˈanskəm kəlʲɪnˈdʲarə ˈnʲivʲɪskəs nɐˈtʃɪnʲɪstɪrʲɪˈjasʲɪ ɪn ˈtjɛtrɡ. ˈɛtɔ ɡɔd nɐʃɪrʲɪ ɛrə ˈtjɛtrʲɪ ɡɔd ˈsʲɛstʲɪ ˈdʲɛsʲɪtʲɪlʲɪtʲɪ ɡɔdə ˈsʲɛstʲɪ ˈtʲuˈtʲiˈlʲiɛstʲɪrʲɪ ˈpʲitʲɪ ɡɔd ˈsʲɛstʲɪ ˈtʲuˈtʲiˈlʲiɛstʲɪrʲɪ ˈpʲitʲɪ ɡɔd ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ˈpʲitʲɪ ɡɔд ,,
17,cb538d94-39e2-4fba-8550-84cfe0877610,"1765 год по григорианскому календарю — невисокосный год, начинающийся во вторник.Это 1765 год нашей эры, 5 год 7-го десятилетия XVIII века 2-го тысячелетия, 6 год 1760-х годов.Он закончился 259 лет назад.",ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskəjə kɐlʲɪnˈdʲarʲʊ ɡɔd ɡrʲɪɡɔrʲɪjɪskə,,
18,f217332e-7b71-41e8-b315-bcf310cc27f6,"1780 год по григорианскому календарю — високосный год, начинающийся в субботу.Это 1780 год нашей эры, 10 год 8-го десятилетия XVIII века 2-го тысячелетия, 1 год 1780-х годов.Он закончился 244 года назад.",ɡʲɪˈdʲe ɡʲɪ ɡʲɪɡʲɪˈɡʲorʲɪjɪn skɪj ɡɐˈlʲɛndʲɪrʲɪj ɡʲɪ ˈvʲɪskɔskɪj ɡɔd ɡʲɪˈnɐtɕɪjɪsʲtɪsʲtɪs ɡʲɪ ˈsʊbʊtʊ ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪɡʲɪˈɡʲorʲɪjɪn skɪj ɡɐˈlʲɛndʲɪrʲɪj ɡʲɪ ˈvʲɪskɔskɪj ɡɔd ɡʲɪˈnɐtɕɪjɪsʲtɪsʲtɪs ɡʲɪ ˈsʊbʊtʊ ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪɡʲɪˈɡʲorʲɪjɪn skɪj ɡɐˈlʲɛndʲɪrʲɪj ɡʲɪ ˈvʲɪskɔskɪj ɡɔд ɡʲɪˈnɐtɕɪjɪсʲтɪс ɡʲɪ ˈsʊbʊтʊ ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪɡʲɪˈɡʲorʲɪjɪn skɪj ɡɐˈlʲɛndʲɪrʲɪj ɡʲɪ ˈvʲɪskɔskɪj ɡɔд ɡʲɪˈnɐtɕɪjɪсʲтɪс ɡʲɪ ˈsʊbʊтʊ ɡʲɪ ɡʲɪˈd,,
19,83ba5bb4-b9a6-47d5-b170-cd7a93fdbb98,"1796 год по григорианскому календарю — високосный год, начинающийся в пятницу.Это 1796 год нашей эры, 6 год 10-го десятилетия XVIII века 2-го тысячелетия, 7 год 1790-х годов.Он закончился 228 лет назад.",ɡʲɪˈdʲe ɡʲɪ ɡʲrʲɪɡʲɵrʲɪˈjanskʊmʊ kɐlʲɪnˈdʲarʊ ˈvʲisəkɔsnyj ɡɔd nʲɪkɐˈnʲiːnʲɪj vʲɪˈtʲɪ. ˈɛtɔ ɡʲɪˈdʲe nɐˈʃɛrjʊ ɛːrɐ ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡʲɪˈdʲe ɡʲɪ ɡ,,
20,0a8571d8-d3e1-47ac-8b61-66398ec4f05a,"1835 год по григорианскому календарю — невисокосный год, начинающийся в четверг.Это 1835 год нашей эры, 5 год 4-го десятилетия XIX века 2-го тысячелетия, 6 год 1830-х годов.Он закончился 189 лет назад.",ˌpɔː ɡɪˈrɡɔrɪjənˌskoɪ kəlʲɪnˈdɛrɪj ˈnʲɛvʲɪskəʊsˌnɨj ɡojt ˌnʲaˈbʲiːnəjʊˈsʲtʲɛrjɪnɡ ɡojt ˌnɔːʃɪr ˈɛrə ˌsʲɪtɕ ˈɡojt ˌdʲeˈsʲɛtʲɪj ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲɪɡ ˌɡrʲ,,
21,5d41cbbf-d6b9-4b92-aae2-ead08c171a3d,Харьковская область — административно-территориальная единица на северо-востоке Украины.Образована 27 февраля 1932 года.,xarʲkɔfskaja oblastʲ — administrativno-teritorialʲnaja edinиtsa na sʲɛvʲerо-vостоɡe ukrajіni. Obrazovana 27 fevralʲa 1932 goda.,,
22,4a82322b-a792-40c7-a21d-b7f0c68f1e1a,"27 февраля — 58-й день года по григорианскому календарю.До конца года остаётся 307 дней.До 15 октября 1582 года — 27 февраля по юлианскому календарю, с 15 октября 1582 года — 27 февраля по григорианскому календарю.",dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ dʲɪ vʲɪ d,,
23,6950c4e8-895f-4dcd-ab4e-05fd30fb7d80,"1932 год по григорианскому календарю — високосный год, начинающийся в пятницу.Это 1932 год нашей эры, 2 год 4-го десятилетия XX века 2-го тысячелетия, 3 год 1930-х годов.Он закончился 92 года назад.",ˌdʲɪsʲɪˈtʲiɪ̯ɛɪ̯ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲɛsʲɪˈtʲiɪ̯ ˌsʲɛɡʲo̅ ˌdʲ,,
